,city,district,neighborhood,room,living_room,area,age,floor,price
2058,izmir,menderes,golcukler,2,1,105,0,3,17000
2059,izmir,cigli,cumhuriyet,3,1,130,15,5,15000
2060,izmir,bornova,erzene,2,1,90,25,3,13000
2061,izmir,menemen,istiklal,2,1,100,0,4,15500
2068,izmir,cesme,alacati,4,1,160,10,2,25000
2070,izmir,bayrakli,75_yil,3,1,160,25,2,25000
2072,izmir,bornova,mevlana,3,1,120,15,2,19000
2073,izmir,menderes,cukuralti,2,1,100,10,1,50000
2076,izmir,cesme,sifne,4,1,165,4,2,50000
2078,izmir,bergama,kurtulus,3,1,130,20,1,12500
2079,izmir,buca,ataturk,1,1,65,5,6,12500
2080,izmir,narlidere,2_inonu,3,1,159,15,3,50000
2081,izmir,urla,yagcilar,3,1,180,22,2,40000
2082,izmir,karsiyaka,zubeyde_hanim,1,1,55,2,2,19500
2083,izmir,seferihisar,bengiler,3,1,195,25,5,60000
2084,izmir,buca,aydogdu,3,1,130,10,3,21750
2087,izmir,guzelbahce,yelki,2,1,80,3,3,18000
2090,izmir,buca,akincilar,3,1,130,20,3,15500
2091,izmir,seferihisar,bengiler,1,1,75,10,0,14500
2092,izmir,bornova,kazimdirik,2,1,85,10,4,18000
2093,izmir,bornova,inonu,3,1,110,10,0,14000
2094,izmir,konak,alsancak,2,1,85,11,2,23000
2095,izmir,karabaglar,arap_hasan,2,1,100,28,3,20000
2096,izmir,seferihisar,colak_ibrahim_bey,3,1,125,0,2,16000
2097,izmir,bornova,ataturk,3,1,120,0,2,20000
2098,izmir,karabaglar,doganay,3,1,110,30,4,12000
2099,izmir,konak,alsancak,3,1,115,40,3,15500
2100,izmir,cesme,germiyan,2,1,90,3,0,15000
2101,izmir,karabaglar,basin_sitesi,3,1,145,35,2,20000
2102,izmir,gaziemir,yesil,3,1,130,25,3,16500
2103,izmir,konak,mimar_sinan,3,1,140,30,4,19000
2104,izmir,menemen,85_yil_cumhuriyet,1,1,60,0,2,10000
2105,izmir,menderes,oglananasi_cumhuriyet,3,1,200,3,2,50000
2106,izmir,karabaglar,calikusu,1,1,85,31,0,7000
2107,izmir,karabaglar,bozyaka,2,1,70,21,1,9000
2108,izmir,bayrakli,alpaslan,2,1,80,28,0,4500
2111,izmir,konak,murat_reis,3,1,120,31,3,16500
2112,izmir,foca,kozbeyli,2,1,230,6,2,20000
2113,izmir,foca,mustafa_kemal_ataturk,2,1,90,7,3,17000
2114,izmir,bornova,evka_3,1,1,55,0,4,18000
2115,izmir,konak,mithatpasa,3,1,100,35,1,15000
2117,izmir,karabaglar,devrim,3,1,130,25,2,13500
2118,izmir,foca,kazim_dirik,2,1,140,0,0,18000
2122,izmir,buca,adatepe,1,1,50,10,2,10000
2124,izmir,buca,kurucesme,2,1,90,3,0,11000
2125,izmir,balcova,koruturk,1,1,35,25,1,15000
2126,izmir,urla,gulbahce,1,1,50,2,1,24000
2127,izmir,buca,efeler,3,1,120,30,2,15000
2128,izmir,urla,ozbek,1,1,25,8,2,30000
2131,izmir,buca,adatepe,1,1,55,0,6,12000
2132,izmir,buca,kurucesme,1,1,55,0,0,9999
2133,izmir,karabaglar,bahcelievler,2,1,110,30,4,22000
2135,izmir,bornova,kazimdirik,1,1,65,4,2,24000
2138,izmir,konak,barbaros,3,1,220,35,3,30000
2139,izmir,cesme,sifne,2,1,80,20,-2,20000
2140,izmir,menemen,gazi_mustafa_kemal,1,1,55,5,1,9200
2141,izmir,buca,guven,3,1,145,12,2,22000
2142,izmir,balcova,teleferik,2,1,100,31,0,15000
2144,izmir,odemis,zafer,3,1,185,11,2,13000
2145,izmir,karsiyaka,zubeyde_hanim,2,1,100,4,2,18000
2146,izmir,odemis,turkmen,3,1,100,0,0,13000
2147,izmir,karsiyaka,dedebasi,3,1,120,31,3,20000
2149,izmir,urla,kalabak,4,1,230,0,0,55000
2150,izmir,torbali,yedi_eylul,1,1,55,3,0,12000
2151,izmir,bayrakli,sogukkuyu,3,1,170,9,4,40000
2153,izmir,bornova,erzene,3,1,110,26,6,18000
2155,izmir,karsiyaka,inonu,1,1,55,5,4,19000
2159,izmir,buca,kurucesme,2,1,75,5,5,13500
2161,izmir,torbali,yedi_eylul,1,1,70,5,1,13000
2162,izmir,konak,turgut_reis,2,1,100,40,3,18000
2166,izmir,karsiyaka,tersane,2,1,90,30,3,20000
2167,izmir,karabaglar,uckuyular,1,1,35,21,0,13500
2168,izmir,konak,guzelyali,3,1,100,25,1,15500
2169,izmir,gaziemir,atifbey,2,1,85,0,4,22000
2170,izmir,karabaglar,yurdoglu,3,1,110,20,3,13250
2171,izmir,buca,izkent,2,1,80,25,5,11500
2172,izmir,cesme,sifne,3,1,160,8,2,14000
2173,izmir,karsiyaka,mavisehir,1,1,78,25,5,27500
2175,izmir,karabaglar,vatan,2,1,90,5,3,14000
2176,izmir,torbali,turkmenkoy,1,1,55,4,1,15000
2177,izmir,karabaglar,reis,2,1,95,28,2,13000
2178,izmir,karabaglar,bahcelievler,3,1,125,38,5,20000
2179,izmir,dikili,gazipasa,2,1,90,4,0,20000
2180,izmir,odemis,inonu,2,1,90,10,4,8000
2181,izmir,bornova,mevlana,2,1,90,7,4,19000
2183,izmir,buca,kurucesme,1,1,55,0,5,20000
2184,izmir,karsiyaka,bostanli,3,1,120,31,0,23500
2186,izmir,karabaglar,cennetoglu,3,1,148,20,3,12000
2187,izmir,konak,murat_reis,3,1,130,30,3,17000
2189,izmir,karsiyaka,bahariye,3,1,140,30,1,15000
2190,izmir,konak,turgut_reis,3,1,125,30,6,32000
2191,izmir,bornova,inonu,3,1,100,11,1,15000
2192,izmir,cigli,atasehir,3,1,150,11,4,46000
2195,izmir,bornova,inonu,3,1,120,0,2,20000
2196,izmir,kemalpasa,armutlu_hurriyet,2,1,80,5,1,10000
2198,izmir,torbali,yemislik,1,1,60,5,1,13000
2199,izmir,buca,ataturk,1,1,45,5,4,11000
2200,izmir,cigli,yakakent,1,1,57,3,1,20000
2202,izmir,narlidere,camtepe,3,1,140,16,1,20000
2203,izmir,karsiyaka,semikler,2,1,85,10,1,16500
2204,izmir,buca,ataturk,1,1,60,7,6,12500
2205,izmir,buca,kurucesme,1,1,60,9,2,12000
2206,izmir,buca,adatepe,1,1,65,4,0,12500
2207,izmir,karsiyaka,atakent,1,1,55,35,5,23000
2208,izmir,karabaglar,peker,2,1,70,15,1,9000
2209,izmir,bornova,kazimdirik,1,1,60,4,2,18500
2211,izmir,urla,m_fevzi_cakmak,1,1,65,30,0,12500
2212,izmir,cesme,dalyan,2,1,90,5,1,57500
2214,izmir,bornova,birlik,2,1,110,26,1,12500
2217,izmir,bornova,kazimdirik,3,1,130,25,2,20000
2218,izmir,odemis,suleyman_demirel,2,1,105,23,5,7500
2219,izmir,gaziemir,fatih,3,1,165,2,2,25000
2222,izmir,karsiyaka,donanmaci,3,1,145,31,5,40000
2224,izmir,bornova,erzene,3,1,125,23,1,16000
2225,izmir,karsiyaka,dedebasi,4,1,180,11,3,25000
2226,izmir,karsiyaka,tersane,3,1,211,22,5,35000
2227,izmir,menemen,istiklal,3,1,140,0,6,17500
2228,izmir,bornova,kazimdirik,2,1,68,1,3,29750
2229,izmir,torbali,inonu,2,1,100,4,2,15000
2230,izmir,menderes,cukuralti,2,1,110,11,1,48000
2231,izmir,seferihisar,colak_ibrahim_bey,2,1,100,2,3,17500
2232,izmir,karsiyaka,donanmaci,3,1,145,42,3,35000
2233,izmir,gaziemir,zafer,2,1,80,25,6,20000
2236,izmir,karsiyaka,tuna,3,1,120,32,1,18000
2237,izmir,buca,adatepe,2,1,100,21,2,13500
2238,izmir,gaziemir,zafer,2,1,80,20,3,10000
2239,izmir,selcuk,14_mayis,2,1,100,25,3,13000
2240,izmir,konak,kahramanlar,3,1,125,31,4,18000
2241,izmir,buca,adatepe,3,1,120,12,1,10000
2242,izmir,tire,adnan_menderes,3,1,120,11,1,18000
2243,izmir,foca,mustafa_kemal_ataturk,2,1,75,4,3,15500
2244,izmir,bayrakli,mansuroglu,3,1,165,5,1,35000
2245,izmir,konak,turgut_reis,3,1,110,1,1,26000
2247,izmir,buca,yigitler,2,1,100,25,2,14250
2248,izmir,odemis,ataturk,4,1,145,25,4,8500
2250,izmir,karsiyaka,dedebasi,3,1,120,7,5,25000
2253,izmir,karabaglar,bahcelievler,2,1,100,21,2,12000
2254,izmir,menderes,cuneytbey,2,1,85,5,2,21000
2255,izmir,konak,murat_reis,3,1,120,35,3,18000
2256,izmir,karabaglar,refet_bele,2,1,100,7,3,12000
2257,izmir,balcova,cetin_emec,4,1,200,15,1,30000
2258,izmir,karsiyaka,aksoy,3,1,105,2,2,27000
2259,izmir,karabaglar,vatan,3,1,125,28,2,15000
2260,izmir,bayrakli,osmangazi,2,1,100,20,1,10000
2261,izmir,foca,haciveli,3,1,110,31,0,18000
2267,izmir,balcova,koruturk,3,1,170,30,3,32000
2268,izmir,seferihisar,duzce,2,1,90,2,2,18500
2270,izmir,karabaglar,fahrettin_altay,2,1,75,40,1,17000
2271,izmir,buca,kurucesme,1,1,55,3,2,12000
2272,izmir,foca,kozbeyli,1,1,65,5,0,10000
2273,izmir,cigli,kucuk_cigli,2,1,95,0,3,21000
2274,izmir,narlidere,yenikale,4,1,185,11,2,36500
2275,izmir,karabaglar,general_kazim_ozalp,1,1,65,5,2,15000
2277,izmir,cigli,atasehir,3,1,100,26,0,18000
2278,izmir,torbali,pancar,2,1,110,0,1,12000
2279,izmir,bayrakli,muhittin_erener,2,1,85,19,0,5000
2281,izmir,balcova,fevzi_cakmak,3,1,105,42,0,15000
2283,izmir,karsiyaka,semikler,2,1,75,5,2,22000
2285,izmir,buca,ataturk,2,1,70,0,3,15000
2286,izmir,konak,cankaya,4,1,220,40,3,40000
2287,izmir,karsiyaka,atakent,3,1,120,31,0,32000
2288,izmir,balcova,koruturk,1,1,70,30,0,25000
2289,izmir,menderes,gumuldur_fevzi_cakmak,2,1,85,13,0,12000
2290,izmir,cigli,harmandali_gazi_mustafa_kemal_ataturk,3,1,130,1,1,15000
2292,izmir,menemen,9_eylul,2,1,95,0,3,17000
2294,izmir,cesme,ismet_inonu,2,1,100,2,2,25000
2295,izmir,karabaglar,esentepe,2,1,95,38,2,18000
2298,izmir,seferihisar,ataturk,3,1,140,20,0,50000
2299,izmir,balcova,egitim,1,1,45,2,3,16000
2300,izmir,buca,ataturk,1,1,75,4,0,13000
2302,izmir,karabaglar,gulyaka,2,1,95,20,2,14000
2303,izmir,bornova,evka_3,1,1,45,7,0,10000
2304,izmir,odemis,suleyman_demirel,3,1,130,8,5,13000
2305,izmir,buca,adatepe,2,1,55,10,1,10500
2306,izmir,bayrakli,postacilar,1,1,90,25,2,8000
2307,izmir,gaziemir,hurriyet,2,1,200,20,1,15000
2308,izmir,cigli,balatcik,2,1,88,4,2,22500
2311,izmir,konak,alsancak,1,1,80,30,1,25000
2312,izmir,bornova,ataturk,1,1,75,20,3,14000
2313,izmir,buca,buca_koop,2,1,110,20,2,16000
2314,izmir,konak,kahramanlar,2,1,95,35,1,20000
2315,izmir,gaziemir,zafer,4,1,145,20,0,12500
2316,izmir,balcova,teleferik,2,1,90,25,5,18000
2318,izmir,gaziemir,irmak,3,1,125,3,3,20000
2320,izmir,karabaglar,gulyaka,3,1,115,5,3,18000
2321,izmir,bornova,inonu,2,1,88,11,0,14500
2322,izmir,bornova,yesilova,2,1,126,21,1,15000
2323,izmir,karsiyaka,bostanli,3,1,130,30,6,25000
2324,izmir,karsiyaka,ornekkoy,3,1,160,15,2,35000
2326,izmir,buca,adatepe,1,1,55,4,1,10000
2330,izmir,torbali,yazibasi,2,1,100,5,3,10000
2332,izmir,karsiyaka,mavisehir,3,1,160,26,1,28000
2333,izmir,karabaglar,doganay,4,1,140,30,4,18000
2335,izmir,karsiyaka,bostanli,3,1,130,30,4,18000
2336,izmir,menemen,istiklal,3,1,135,8,0,17000
2339,izmir,cesme,musalla,3,1,120,11,3,40000
2341,izmir,karabaglar,poligon,2,1,80,0,5,20000
2343,izmir,bornova,inonu,2,1,120,0,0,24000
2344,izmir,menderes,barbaros,2,1,120,5,0,25000
2346,izmir,buca,yenigun,3,1,135,5,1,35000
2347,izmir,menderes,gumuldur_fevzi_cakmak,3,1,150,0,2,50000
2348,izmir,karabaglar,uckuyular,2,1,96,40,3,20000
2349,izmir,menderes,kuner,2,1,120,7,2,17000
2350,izmir,menderes,gumuldur_fevzi_cakmak,2,1,85,5,0,15000
2351,izmir,cesme,ismet_inonu,1,1,72,1,0,30000
2353,izmir,buca,kurucesme,1,1,65,12,1,12000
2354,izmir,bornova,kazimdirik,1,1,50,4,3,27000
2356,izmir,odemis,zafer,2,1,110,25,1,8000
2357,izmir,buca,kurucesme,1,1,70,5,2,14000
2358,izmir,karsiyaka,bahcelievler,2,1,105,35,4,14000
2359,izmir,karabaglar,bozyaka,2,1,90,5,1,14000
2360,izmir,karsiyaka,semikler,1,1,50,1,2,17500
2362,izmir,foca,kazim_dirik,2,1,85,5,1,13000
2363,izmir,bornova,ataturk,2,1,110,21,1,13000
2366,izmir,urla,kalabak,4,1,150,5,2,32000
2367,izmir,narlidere,camtepe,3,1,140,25,4,20000
2368,izmir,karabaglar,refet_bele,1,1,35,0,0,12000
2369,izmir,narlidere,camtepe,3,1,127,9,3,27500
2370,izmir,cigli,atasehir,2,1,90,0,3,15000
2371,izmir,karsiyaka,fikri_altay,3,1,150,25,2,18000
2372,izmir,konak,mithatpasa,1,1,11,0,1,11111
2374,izmir,narlidere,2_inonu,3,1,154,3,6,42500
2377,izmir,konak,alsancak,3,1,120,30,0,25000
2378,izmir,bornova,mevlana,1,1,60,3,1,12000
2381,izmir,buca,adatepe,2,1,80,10,2,15000
2382,izmir,menderes,gumuldur_fevzi_cakmak,3,1,90,0,0,20000
2383,izmir,konak,turgut_reis,3,1,220,35,1,50000
2384,izmir,buca,ataturk,1,1,60,0,5,12500
2385,izmir,bornova,inonu,3,1,110,25,2,16000
2386,izmir,buca,inkilap,3,1,137,12,3,15000
2387,izmir,foca,kemal_ataturk,2,1,95,0,0,18000
2390,izmir,dikili,candarli,2,1,70,2,3,15000
2391,izmir,balcova,cetin_emec,2,1,80,3,0,28000
2392,izmir,karsiyaka,ornekkoy,2,1,90,0,2,19000
2394,izmir,karsiyaka,bostanli,2,1,100,31,1,19500
2395,izmir,gaziemir,ataturk,3,1,140,15,3,15000
2396,izmir,buca,vali_rahmi_bey,1,1,55,0,1,20000
2397,izmir,karsiyaka,alaybey,1,1,160,35,0,22000
2398,izmir,konak,aziziye,3,1,135,35,1,11000
2399,izmir,bornova,kazimdirik,1,1,55,5,6,23000
2400,izmir,konak,altintas,2,1,85,30,6,26000
2401,izmir,bayrakli,org_nafiz_gurman,3,1,150,10,6,20000
2404,izmir,menemen,zafer,3,1,120,15,3,10000
2405,izmir,karabaglar,metin_oktay,3,1,100,25,2,6000
2406,izmir,bayrakli,manavkuyu,2,1,110,22,2,20500
2407,izmir,odemis,ataturk,2,1,90,25,0,11000
2408,izmir,konak,alsancak,2,1,75,20,5,20000
2411,izmir,buca,laleli,3,1,135,20,3,15000
2412,izmir,buca,adatepe,2,1,80,5,2,13000
2414,izmir,odemis,umurbey,3,1,160,25,2,10000
2415,izmir,buca,kurucesme,1,1,55,8,5,12000
2417,izmir,karabaglar,gunaltay,2,1,80,30,1,8500
2419,izmir,konak,alsancak,4,1,170,31,4,55000
2420,izmir,gaziemir,beyazevler,1,1,66,5,6,18000
2421,izmir,buca,menderes,2,1,105,25,5,15000
2424,izmir,konak,gunesli,3,1,130,20,3,22000
2427,izmir,konak,cinarli,4,1,187,0,5,50000
2428,izmir,karabaglar,vatan,2,1,95,26,0,9000
2429,izmir,balcova,inciralti,3,1,135,26,0,15000
2430,izmir,foca,mustafa_kemal_ataturk,3,1,120,17,2,14000
2431,izmir,buca,akincilar,3,1,130,0,2,22000
2432,izmir,torbali,torbali,3,1,140,1,4,17500
2433,izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,4,2,15000
2434,izmir,cesme,dalyan,1,1,100,5,0,50000
2435,izmir,cigli,egekent,3,1,125,20,4,13000
2436,izmir,bornova,inonu,3,1,120,16,1,18000
2438,izmir,dikili,gazipasa,2,1,120,30,2,12000
2440,izmir,karabaglar,uzundere,2,1,85,0,5,17000
2441,izmir,konak,mithatpasa,3,1,145,25,1,21000
2442,izmir,karabaglar,calikusu,2,1,95,30,3,10000
2444,izmir,buca,yaylacik,1,1,40,2,2,14000
2445,izmir,bornova,kazimdirik,3,1,170,25,3,25000
2446,izmir,buca,camlikule,2,1,100,10,0,13000
2447,izmir,buca,mustafa_kemal,3,1,145,5,2,15000
2448,izmir,foca,mustafa_kemal_ataturk,1,1,50,2,5,35000
2450,izmir,konak,etiler,2,1,110,31,2,18000
2453,izmir,buca,buca_koop,1,1,60,1,5,15950
2455,izmir,buca,inkilap,3,1,130,30,4,20000
2456,izmir,buca,kurucesme,1,1,50,5,0,12500
2457,izmir,foca,ataturk,2,1,85,23,0,25000
2458,izmir,karsiyaka,tuna,3,1,110,4,1,30000
2460,izmir,konak,goztepe,3,1,140,31,4,20000
2461,izmir,narlidere,yenikale,3,1,130,28,3,19000
2462,izmir,karabaglar,esenlik,2,1,100,28,1,12000
2465,izmir,menemen,29_ekim,3,1,150,2,2,25000
2467,izmir,cigli,atasehir,1,1,60,3,3,22000
2468,izmir,menemen,gazi_mustafa_kemal,1,1,55,0,3,10750
2469,izmir,balcova,onur,2,1,85,28,1,18000
2470,izmir,karabaglar,bahar,1,1,80,40,0,10000
2471,izmir,konak,tuzcu,1,1,50,30,1,9000
2473,izmir,buca,ataturk,2,1,85,11,-1,10500
2474,izmir,buca,hurriyet,2,1,80,7,1,16500
2475,izmir,cesme,16_eylul,2,1,120,2,0,13000
2476,izmir,balcova,cetin_emec,2,1,100,30,4,18000
2477,izmir,buca,kurucesme,1,1,60,3,1,10000
2483,izmir,karabaglar,gulyaka,2,1,100,7,3,17500
2484,izmir,buca,karanfil,2,1,90,26,3,13000
2485,izmir,karabaglar,maliyeciler,3,1,110,30,1,18000
2486,izmir,menderes,gorece_cumhuriyet,2,1,100,15,3,14000
2487,izmir,karsiyaka,mavisehir,1,1,70,29,3,25000
2488,izmir,bornova,cinar,2,1,105,30,3,15000
2489,izmir,urla,guvendik,1,1,55,1,0,25000
2490,izmir,bergama,fatih,3,1,145,20,3,12000
2495,izmir,cigli,koyici,2,1,110,25,2,12000
2496,izmir,buca,inonu,2,1,96,10,2,11000
2497,izmir,bornova,inonu,3,1,110,16,0,10000
2501,izmir,bornova,evka_4,2,1,66,26,1,12000
2502,izmir,menemen,gazi_mustafa_kemal,1,1,55,4,5,10000
2503,izmir,urla,iskele,1,1,70,1,0,18000
2507,izmir,buca,menderes,3,1,100,30,3,15000
2508,izmir,konak,mehmet_ali_akman,3,1,140,26,5,23000
2509,izmir,balcova,egitim,2,1,120,40,5,15000
2510,izmir,dikili,salihler,3,1,140,3,0,36000
2511,izmir,selcuk,isa_bey,2,1,90,16,4,17000
2512,izmir,karabaglar,bahcelievler,3,1,150,25,3,20000
2513,izmir,buca,buca_koop,3,1,120,25,6,19000
2514,izmir,cigli,atasehir,2,1,92,20,3,13000
2515,izmir,menemen,gazi_mustafa_kemal,1,1,50,5,1,13000
2518,izmir,karabaglar,bahar,2,1,120,16,5,12000
2521,izmir,buca,adatepe,2,1,80,5,5,15000
2522,izmir,cigli,koyici,2,1,60,35,1,10000
2523,izmir,karabaglar,poligon,3,1,110,31,3,18000
2525,izmir,buca,kurucesme,1,1,60,4,1,11000
2527,izmir,seferihisar,camikebir,3,1,160,1,2,35000
2528,izmir,buca,kurucesme,1,1,50,1,0,9000
2529,izmir,buca,yildiz,1,1,65,6,2,11000
2530,izmir,cigli,balatcik,1,1,70,8,6,17000
2531,izmir,cigli,yeni_mahalle,1,1,48,6,1,13000
2533,izmir,buca,mustafa_kemal,3,1,146,20,2,18000
2534,izmir,urla,ozbek,3,1,100,20,2,45000
2535,izmir,buca,adatepe,1,1,89,0,2,20000
2536,izmir,buca,mustafa_kemal,3,1,145,5,3,15000
2537,izmir,urla,ataturk,1,1,66,10,1,14999
2538,izmir,karabaglar,esenlik,2,1,105,15,3,9500
2541,izmir,bornova,inonu,3,1,120,0,2,20000
2542,izmir,gaziemir,menderes,3,1,135,15,0,10000
2544,izmir,urla,sirinkent,3,1,180,4,2,35000
2546,izmir,konak,mithatpasa,2,1,91,8,1,18500
2547,izmir,karabaglar,sevgi,3,1,120,25,2,13500
2548,izmir,konak,mithatpasa,3,1,160,21,3,45000
2549,izmir,buca,ufuk,3,1,120,25,2,11000
2550,izmir,balcova,fevzi_cakmak,3,1,140,25,2,30000
2551,izmir,foca,ataturk,2,1,90,20,5,20000
2552,izmir,bornova,kemalpasa,3,1,130,1,1,19000
2554,izmir,karsiyaka,mavisehir,1,1,70,29,4,20000
2555,izmir,odemis,zafer,4,1,160,5,3,20000
2556,izmir,konak,mehmet_ali_akman,3,1,100,40,0,20000
2558,izmir,bornova,mevlana,3,1,126,21,2,16000
2560,izmir,karabaglar,ali_fuat_cebesoy,3,1,115,25,2,20000
2561,izmir,buca,izkent,2,1,90,30,5,14000
2562,izmir,bornova,kazimdirik,1,1,86,5,2,21000
2563,izmir,karsiyaka,zubeyde_hanim,3,1,115,23,1,13000
2566,izmir,selcuk,isa_bey,2,1,90,20,5,17000
2567,izmir,menemen,85_yil_cumhuriyet,1,1,65,0,2,10000
2568,izmir,urla,haci_isa,2,1,90,8,2,20000
2569,izmir,karabaglar,esenyali,2,1,110,26,1,16000
2570,izmir,karabaglar,bahar,2,1,120,20,5,12000
2572,izmir,dikili,salimbey,1,1,45,0,3,9500
2573,izmir,menemen,inonu,1,1,45,5,2,11500
2574,izmir,bornova,kazimdirik,3,1,150,20,3,20000
2575,izmir,konak,kemal_reis,3,1,135,26,0,22000
2577,izmir,buca,caldiran,3,1,130,21,2,9000
2578,izmir,karabaglar,basin_sitesi,3,1,130,31,4,19500
2581,izmir,gaziemir,gazi,3,1,130,16,3,20000
2583,izmir,bornova,inonu,3,1,110,25,0,10000
2584,izmir,karsiyaka,donanmaci,2,1,120,30,5,25000
2586,izmir,bornova,kazimdirik,2,1,60,0,6,25000
2587,izmir,odemis,gunluce,2,1,200,31,1,5000
2588,izmir,balcova,cetin_emec,1,1,45,21,0,13000
2589,izmir,tire,fatih,3,1,130,20,2,13000
2590,izmir,konak,alsancak,3,1,135,30,3,20000
2591,izmir,konak,kahramanlar,2,1,110,30,1,21000
2592,izmir,bornova,mevlana,2,1,100,30,1,10000
2593,izmir,karsiyaka,cumhuriyet,1,1,68,15,0,8000
2594,izmir,buca,hurriyet,1,1,50,30,0,7500
2595,izmir,karsiyaka,nergiz,2,1,110,25,3,17000
2596,izmir,gaziemir,menderes,3,1,150,15,2,20000
2597,izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,5,3,14000
2598,izmir,bornova,mevlana,1,1,70,5,2,20000
2600,izmir,odemis,inonu,3,1,130,32,4,6500
2601,izmir,menderes,gumuldur_ataturk,2,1,90,3,0,10000
2602,izmir,torbali,inonu,2,1,110,1,1,16000
2603,izmir,karsiyaka,tersane,3,1,95,31,4,12000
2604,izmir,bornova,doganlar,3,1,130,11,1,10500
2605,izmir,menderes,cukuralti,2,1,160,21,2,45000
2606,izmir,karsiyaka,zubeyde_hanim,3,1,130,23,5,16000
2607,izmir,odemis,inonu,2,1,115,10,3,7500
2609,izmir,konak,kahramanlar,2,1,88,25,1,13000
2611,izmir,karsiyaka,donanmaci,3,1,190,31,5,50000
2612,izmir,konak,barbaros,3,1,120,40,4,11000
2613,izmir,buca,kurucesme,1,1,45,3,3,12500
2614,izmir,odemis,zafer,3,1,150,17,2,13000
2615,izmir,menemen,9_eylul,2,1,85,0,-2,15000
2616,izmir,balcova,koruturk,3,1,145,26,1,28000
2618,izmir,gaziemir,yesil,3,1,110,21,1,16000
2619,izmir,buca,baris,3,1,125,16,2,16000
2621,izmir,bornova,kazimdirik,1,1,43,0,1,22500
2623,izmir,balcova,onur,3,1,140,30,3,15000
2624,izmir,karabaglar,fahrettin_altay,3,1,170,28,3,25000
2625,izmir,buca,ataturk,2,1,130,13,0,13000
2626,izmir,bornova,rafet_pasa,2,1,90,40,2,17000
2627,izmir,cesme,alacati,2,1,150,20,2,25000
2628,izmir,odemis,cumhuriyet,2,1,110,0,5,12000
2629,izmir,konak,mithatpasa,3,1,135,31,5,20000
2630,izmir,konak,guzelyali,2,1,100,25,0,13000
2631,izmir,urla,ataturk,3,1,135,32,3,20000
2633,izmir,buca,gaziler,1,1,55,0,2,13000
2634,izmir,cigli,balatcik,3,1,144,11,3,19500
2635,izmir,bornova,inonu,2,1,110,25,3,13000
2636,izmir,cigli,koyici,2,1,95,25,1,12000
2638,izmir,guzelbahce,mustafa_kemal_pasa,2,1,95,5,0,22000
2639,izmir,menderes,mithatpasa,4,1,220,0,2,30000
2640,izmir,foca,mustafa_kemal_ataturk,2,1,80,20,2,35000
2641,izmir,bornova,kazimdirik,3,1,156,11,1,30000
2642,izmir,bergama,ataturk,1,1,65,0,3,12000
2645,izmir,foca,yenibagarasi,2,1,80,0,2,15000
2647,izmir,cesme,cumhuriyet,2,1,70,0,0,45000
2648,izmir,karsiyaka,mavisehir,3,1,204,21,4,32000
2649,izmir,menderes,gumuldur_fevzi_cakmak,3,1,150,0,2,50000
2652,izmir,karabaglar,tahsin_yazici,2,1,100,16,1,13500
2653,izmir,karsiyaka,bahariye,3,1,135,25,3,25000
2656,izmir,menemen,kasimpasa,3,1,125,25,4,11000
2657,izmir,narlidere,catalkaya,3,1,115,31,3,30000
2658,izmir,odemis,akincilar,2,1,80,4,2,10000
2659,izmir,buca,ataturk,1,1,55,14,3,10000
2662,izmir,karabaglar,bahcelievler,2,1,95,25,2,25000
2663,izmir,seferihisar,ataturk,3,1,130,20,0,40000
2664,izmir,konak,kultur,3,1,140,26,2,35000
2666,izmir,menemen,inonu,1,1,50,0,2,11000
2667,izmir,karsiyaka,atakent,3,1,125,31,0,20000
2669,izmir,menemen,villakent,2,1,105,5,0,15000
2670,izmir,karsiyaka,tuna,2,1,110,30,3,25000
2671,izmir,menderes,gumuldur_inonu,3,1,160,17,2,25000
2673,izmir,menemen,gazi_mustafa_kemal,1,1,50,4,3,9000
2674,izmir,bornova,inonu,3,1,120,0,1,21000
2675,izmir,karsiyaka,demirkopru,2,1,120,5,5,27500
2676,izmir,gaziemir,dokuz_eylul,2,1,110,21,2,20000
2677,izmir,buca,guven,2,1,120,30,3,12500
2678,izmir,foca,kazim_dirik,3,1,135,3,0,17000
2679,izmir,buca,inkilap,3,1,150,31,4,18000
2681,izmir,karabaglar,bahar,3,1,105,25,1,10000
2684,izmir,cigli,balatcik,2,1,100,0,0,15000
2685,izmir,bornova,birlik,2,1,110,25,2,13500
2686,izmir,buca,kurucesme,1,1,65,5,3,16000
2688,izmir,bornova,inonu,3,1,110,25,4,16000
2689,izmir,karsiyaka,bahcelievler,3,1,125,12,1,17000
2690,izmir,urla,kalabak,1,1,65,15,1,18000
2691,izmir,balcova,cetin_emec,3,1,105,11,1,20000
2692,izmir,buca,guven,2,1,115,30,3,10000
2693,izmir,torbali,muratbey,2,1,85,1,2,15000
2694,izmir,menemen,30_agustos,1,1,15,30,3,5500
2695,izmir,foca,mustafa_kemal_ataturk,1,1,55,6,5,13000
2696,izmir,cesme,musalla,2,1,80,1,2,25000
2697,izmir,karsiyaka,tuna,2,1,110,16,0,25000
2700,izmir,selcuk,isa_bey,2,1,95,15,2,20000
2701,izmir,foca,kazim_dirik,2,1,75,2,5,14000
2702,izmir,menemen,inonu,1,1,55,6,1,10000
